id,skill_area,type,difficulty,question_text,image_url,options,correct_answer,explanation,marks
Q0031,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_31.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0032,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_32.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0033,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_33.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0034,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_34.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0035,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_35.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0036,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0037,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0038,data_interpretation,quiz,easy,Which month had the highest sales?,https://example.com/images/data_interpretation_38.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,4
Q0039,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0040,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_40.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0041,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_41.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0042,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_42.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0043,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0044,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0045,pattern_recognition,visual_sequence,easy,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_45.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,4
Q0046,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0047,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_47.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0048,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0049,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0050,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0051,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_51.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0052,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_52.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0053,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0054,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0055,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0056,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_56.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0057,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_57.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0058,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_58.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0059,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_59.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0060,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_60.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0061,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0062,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0063,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_63.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0064,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_64.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0065,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_65.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0066,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_66.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0067,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0068,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_68.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0069,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_69.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0070,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0071,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_71.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0072,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_72.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0073,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_73.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0074,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_74.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0075,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0076,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0077,pattern_recognition,visual_sequence,easy,Select the correct rotated version.,https://example.com/images/pattern_recognition_77.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,4
Q0078,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0079,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_79.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0080,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0081,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_81.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0082,pattern_recognition,visual_sequence,medium,Select the correct rotated version.,https://example.com/images/pattern_recognition_82.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,6
Q0083,pattern_recognition,visual_sequence,easy,Select the correct rotated version.,https://example.com/images/pattern_recognition_83.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,4
Q0084,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_84.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0085,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0086,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_86.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0087,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0088,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0089,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0090,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_90.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0091,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_91.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0092,data_interpretation,quiz,easy,Which month had the highest sales?,https://example.com/images/data_interpretation_92.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,4
Q0093,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0094,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_94.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0095,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_95.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0096,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_96.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0097,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_97.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0098,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_98.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0099,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_99.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0100,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_100.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0101,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_101.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0102,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0103,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_103.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0104,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_104.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0105,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0106,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0107,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_107.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0108,data_interpretation,quiz,easy,Which month had the highest sales?,https://example.com/images/data_interpretation_108.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,4
Q0109,pattern_recognition,visual_sequence,medium,Select the correct rotated version.,https://example.com/images/pattern_recognition_109.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,6
Q0110,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_110.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0111,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0112,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0113,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_113.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0114,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_114.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0115,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0116,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0117,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_117.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0118,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_118.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0119,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_119.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0120,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_120.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0121,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0122,data_interpretation,quiz,medium,What is the average value in the data set?,https://example.com/images/data_interpretation_122.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,6
Q0123,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_123.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0124,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0125,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_125.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0126,pattern_recognition,visual_sequence,easy,Select the correct rotated version.,https://example.com/images/pattern_recognition_126.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,4
Q0127,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0128,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_128.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0129,data_interpretation,quiz,medium,What is the average value in the data set?,https://example.com/images/data_interpretation_129.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,6
Q0130,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_130.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0131,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0132,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0133,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0134,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_134.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0135,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_135.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0136,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0137,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0138,pattern_recognition,visual_sequence,easy,Select the correct rotated version.,https://example.com/images/pattern_recognition_138.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,4
Q0139,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_139.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0140,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0141,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0142,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_142.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0143,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0144,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_144.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0145,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0146,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0147,data_interpretation,quiz,easy,Which month had the highest sales?,https://example.com/images/data_interpretation_147.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,4
Q0148,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_148.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0149,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0150,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_150.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0151,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0152,data_interpretation,quiz,easy,Which region shows the lowest performance?,https://example.com/images/data_interpretation_152.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,4
Q0153,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0154,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0155,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_155.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0156,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0157,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0158,pattern_recognition,visual_sequence,easy,Select the correct rotated version.,https://example.com/images/pattern_recognition_158.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,4
Q0159,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0160,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_160.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0161,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0162,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
